,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
7162,-0.19920,-0.61733,-0.45737,-9.86519,10.32640,-0.79974,Erik Sven Williams,-1.23469,0.33943,-7.86102,-2.84717,False,-10.18868
7163,1.32634,0.17212,-2.52490,-8.86269,10.74954,0.23541,Jerry Fernström,-0.54700,-1.37405,-7.74402,-2.04958,False,65.05456
7164,2.24865,-0.31771,-6.86405,-9.71682,10.69020,-0.36105,Erik Sven Williams,2.49592,1.71535,-9.93398,-4.55414,False,109.00052
7165,-0.77659,-1.16210,8.46837,-9.25286,10.62861,-1.14359,Jerry från Solna,3.18637,-1.02243,-9.41688,-2.15436,True,-34.59535
7166,0.42293,-0.21200,-0.43659,-8.66918,9.78890,-0.29120,Erik Sven Williams,0.03420,-1.62793,-8.38481,-1.11888,False,20.92833
7167,2.29606,0.29488,0.75964,-9.52024,10.07125,0.23964,Jerry Fernström,0.12296,-3.04839,-7.82843,-0.24608,True,115.18302
7168,2.68550,0.10198,-3.30308,-8.39895,10.68877,-0.13345,Jerry Fernström,2.84733,-1.18897,-10.37969,-2.16656,False,132.62369
7169,0.49228,-0.35445,2.20810,-8.88630,10.62846,-0.41108,Erik Sven Williams,0.54810,-1.42057,-11.21206,-1.75140,True,25.71821
7170,1.75490,1.02093,-7.90310,-8.77621,9.91894,0.99546,Erik Sven Fernström,-1.34307,2.84050,-6.98068,-2.02004,False,83.79344
7171,0.98525,0.09167,-3.57931,-9.40105,10.30536,-0.10175,Jerry Fernström,-0.55692,-1.31549,-10.53481,-0.62833,False,47.47291
7172,2.68998,-0.07222,-3.05812,-9.22965,9.90242,-0.08526,Erik Sven Williams,1.22263,5.60866,-10.06930,0.03171,False,132.97000
7173,-0.63799,0.33955,-6.25991,-10.01073,10.25885,0.45087,Jerry Fernström,1.07200,-1.81325,-7.60026,-0.75264,False,-35.02957
7174,0.52982,-0.75383,-0.05686,-8.56700,10.26402,-0.72902,Jerry från Solna,1.34465,-0.52210,-5.16833,-1.86411,False,26.46235
7175,0.06238,-1.49469,1.65918,-9.42795,10.68187,-1.47392,Jerry från Solna,-0.63995,-1.13944,-6.96008,-0.05501,True,3.94860
7176,2.27624,0.39742,-1.62309,-9.33477,10.46099,0.43848,Jerry Fernström,1.35386,0.12517,-6.89912,-1.86481,False,113.00033
7177,0.36783,0.46397,-4.23390,-9.72957,10.61855,0.49716,Jerry Fernström,-1.67565,1.52631,-8.98361,-2.78069,False,16.27445
7178,3.00670,-1.10422,-6.06524,-9.71307,10.21261,-1.03950,Jerry från Solna,-0.74565,1.37355,-11.04608,-0.17158,False,147.30215
7179,1.29295,0.79323,-2.47118,-9.00648,9.95989,0.91071,Erik Sven Fernström,-1.10665,0.15393,-7.79089,-0.51191,False,63.41204
7180,0.39778,-1.57338,1.01466,-9.66376,10.11885,-1.59699,Jerry från Solna,-1.18650,0.48142,-8.01497,-1.08792,False,20.39652
7181,0.21481,0.80692,2.29247,-9.32136,10.34348,0.82728,Erik Sven Fernström,-1.52287,-0.96517,-7.67156,1.50873,True,11.88654
7182,0.64358,0.24090,-5.10635,-9.05611,10.20118,0.26660,Jerry Fernström,0.23773,0.20326,-7.90242,-0.81044,False,29.62564
7183,2.04986,0.53987,-4.92118,-9.61041,10.62839,0.54038,Jerry Fernström,-3.30281,2.37250,-10.49935,-2.53202,False,100.03244
7184,1.67004,-0.47800,3.38511,-9.08016,9.86572,-0.39904,Erik Sven Williams,0.98462,1.88756,-11.83865,2.81247,True,85.19462
7185,1.35140,0.78733,1.45248,-8.92038,10.54993,0.93169,Erik Sven Fernström,-1.10133,1.11549,-8.24100,-1.07500,True,68.29623
7186,1.67384,-1.60408,-7.85270,-8.99493,10.23311,-1.56134,Jerry från Solna,-1.18561,-0.57279,-9.59197,1.86897,False,79.76572
7187,1.57677,1.77169,-6.77793,-8.94791,10.25370,1.71335,Jerry Williams,0.41926,1.30249,-8.44157,-1.96470,False,75.44972
7188,1.17975,0.10992,-6.24680,-9.10880,10.49589,0.21475,Jerry Fernström,-2.34051,-3.75102,-12.03999,0.11664,False,55.86409
7189,1.51000,0.87343,-1.53274,-9.01502,10.27776,0.88478,Erik Sven Fernström,-1.20317,0.54489,-7.47099,0.53214,False,74.73359
7190,1.46735,0.14752,-5.33148,-9.01853,10.21683,0.09822,Jerry Fernström,2.89200,2.22370,-6.02982,-1.02492,False,70.70173
7191,1.06651,1.62239,-5.08110,-8.50707,10.27007,1.67680,Jerry Williams,0.73255,0.19915,-8.80420,0.03646,False,50.78480
7192,-0.18061,-0.32560,-1.46875,-9.86430,11.02738,-0.33790,Erik Sven Williams,-1.31300,-0.81756,-6.39502,-1.82953,False,-9.76510
7193,0.69346,0.15690,-4.45837,-9.55314,10.64276,0.14610,Jerry Fernström,0.30311,0.25399,-8.47945,-2.81831,False,32.44378
7194,2.72449,-0.71586,-1.12779,-9.50845,10.48335,-0.74984,Erik Sven Williams,0.52820,0.11347,-9.58454,-0.11078,False,135.66061
7195,2.85648,-0.60305,-8.27692,-9.84704,10.25451,-0.47202,Erik Sven Williams,0.00477,0.04837,-8.56691,-0.85231,False,138.68577
7196,2.95194,-0.29609,0.19315,-9.04699,9.97074,-0.40265,Erik Sven Williams,-1.26799,-1.44295,-8.96397,-1.66303,False,147.69333
7197,0.79516,0.18416,1.70340,-9.29994,10.23450,0.24811,Jerry Fernström,-1.67522,2.81415,-6.26724,-1.12546,True,40.60992
7198,1.53764,1.29734,1.16553,-9.33785,9.88421,1.22449,Erik Sven Fernström,1.18797,1.29508,-11.21818,4.31842,True,77.46472
7199,0.86490,0.69362,-1.01520,-9.67569,9.98106,0.70599,Jerry Fernström,0.57205,2.56260,-8.34410,-0.35104,False,42.73732
7200,0.84487,-0.75627,-3.10061,-9.62870,10.58402,-0.70322,Jerry från Solna,2.46592,-2.84875,-10.52636,-3.46467,False,40.69317
7201,0.09100,-0.18424,0.10582,-9.45401,10.57327,-0.05273,Erik Sven Williams,-0.31336,-0.94281,-7.43229,-1.66254,False,4.60297
7202,1.29296,-0.85441,-4.31966,-9.81237,10.40847,-0.94346,Jerry från Solna,-1.13187,0.00755,-9.41685,1.67734,False,62.48801
7203,0.19981,0.02198,2.73504,-9.28991,10.03938,0.08812,Jerry Fernström,-0.00774,-1.34507,-9.13761,0.03094,True,11.35825
7204,2.21708,2.71346,-5.76091,-9.00717,10.23278,2.62654,Jerry Williams,2.48189,3.18704,-9.41604,0.65070,False,107.97332
7205,0.76665,0.42443,-4.15194,-9.40552,10.49120,0.42308,Jerry Fernström,-0.15458,-0.29465,-11.15104,1.59177,False,36.25657
7206,0.96350,-0.02171,1.74835,-8.72787,10.72300,-0.06919,Erik Sven Williams,0.02533,0.12349,-8.15527,-3.66297,True,49.04910
7207,0.02747,0.26452,0.38505,-9.47574,10.11774,0.26743,Jerry Fernström,-0.42716,-0.15577,-6.10685,-1.71109,True,1.56614
7208,0.79794,-0.57887,-4.13645,-9.10645,9.85376,-0.48031,Erik Sven Williams,0.88588,-0.32468,-6.51960,1.02068,False,37.82871
7209,2.16952,-0.27596,2.26448,-9.75455,10.29339,-0.32823,Erik Sven Williams,-0.23378,-0.53470,-9.50175,-1.58263,True,109.60801
7210,-0.15789,-0.00779,2.49928,-8.92831,10.15049,0.01097,Erik Sven Williams,-1.24081,-0.59804,-9.95830,-2.11697,True,-6.64505
7211,0.47258,1.06161,0.87638,-9.01239,10.19402,0.85748,Erik Sven Fernström,0.05099,0.66967,-11.77162,2.64671,True,24.06737
7212,0.04243,-0.51855,2.64061,-9.83928,10.02637,-0.50827,Erik Sven Williams,-0.30309,0.55642,-5.81499,-0.73504,True,3.44195
7213,0.96400,-0.93311,-3.85661,-9.54821,10.35232,-0.81610,Jerry från Solna,-0.15949,0.50099,-9.57913,2.36860,False,46.27148
7214,-0.36528,0.35333,-1.87312,-9.56955,9.95126,0.35474,Jerry Fernström,0.72227,1.91053,-10.00214,-1.75389,False,-19.20080
7215,0.79463,-0.61771,2.30565,-9.57931,10.10560,-0.71410,Erik Sven Williams,0.21408,-0.60322,-9.68627,-0.35334,True,40.88426
7216,1.63838,0.98602,-1.13824,-9.19742,10.32850,0.99057,Erik Sven Fernström,1.77531,2.60210,-7.77905,-0.29888,False,81.35006
7217,1.26221,-0.24561,1.18290,-9.79366,10.39875,-0.33183,Erik Sven Williams,-0.67863,0.52379,-9.42872,2.96031,True,63.70170
7218,0.70944,-0.19115,-4.38192,-9.83998,10.44027,-0.14536,Erik Sven Williams,0.23115,-0.37975,-7.19288,0.50706,False,33.28116
7219,-0.02783,0.28292,-0.49994,-9.07400,10.22981,0.48822,Jerry Fernström,-1.94206,-0.30549,-8.66362,-3.71604,False,-1.64131
7220,0.01276,0.49737,1.87661,-9.05886,9.84651,0.31440,Jerry Fernström,0.33286,-0.26344,-7.31303,-1.08865,True,1.57614
7221,1.73541,-0.48719,0.84811,-9.60872,10.19651,-0.44889,Erik Sven Williams,-0.63937,-1.32841,-12.97500,1.89077,True,87.19445
7222,-1.26622,-1.87536,0.73031,-9.18573,10.10305,-1.69912,Jerry från Solna,0.03493,0.45409,-7.96211,4.27010,False,-62.94600
7223,-0.19346,-1.30865,0.70777,-9.29816,10.51285,-1.20019,Jerry från Solna,-0.24477,0.47559,-9.61481,-1.72898,False,-9.31890
7224,-0.60823,0.61840,0.46349,-8.71334,10.14381,0.63526,Jerry Fernström,0.95153,-1.50537,-9.37359,-3.50902,True,-30.17958
7225,2.14031,-0.95766,0.41320,-9.18825,10.35064,-0.83276,Jerry från Solna,-0.67657,-0.05845,-7.02141,2.60146,False,107.22195
7226,0.71168,-0.08030,1.98427,-9.21116,10.01738,-0.13542,Erik Sven Williams,-0.31471,-1.11091,-11.64522,-0.54487,True,36.57599
7227,0.57781,-0.11974,-1.44604,-9.11322,10.64075,-0.17872,Erik Sven Williams,0.71776,-3.28437,-9.92685,-2.98126,False,28.16757
7228,0.45866,-0.39905,3.31957,-9.73724,10.12882,-0.25677,Erik Sven Williams,-0.48302,0.04536,-6.72282,-1.02200,True,24.59298
7229,2.21212,0.64493,-6.17762,-9.06896,10.17328,0.52216,Jerry Fernström,2.24040,1.24496,-9.93562,2.10036,False,107.51737
7230,0.16050,-0.44512,-6.69048,-9.30974,10.19472,-0.41077,Erik Sven Williams,-0.24754,-1.21470,-7.89677,-1.95935,False,4.67965
7231,0.32715,0.08348,0.82275,-10.15031,10.12766,0.11283,Jerry Fernström,0.31921,0.78974,-7.65199,-0.95882,True,16.76909
7232,1.59564,0.81723,-2.40244,-8.58143,10.10009,0.69866,Erik Sven Fernström,1.75466,0.98575,-10.09202,-1.37125,False,78.58063
7233,1.03113,1.16496,-2.20360,-9.62656,10.20785,1.02488,Erik Sven Fernström,-0.23825,1.08657,-11.13647,3.65934,False,50.45445
7234,0.68951,-0.34596,2.14297,-8.68428,10.47684,-0.45756,Erik Sven Williams,0.48360,4.06981,-12.47100,3.82315,True,35.54710
7235,0.07775,-0.08456,1.05292,-9.26166,10.22232,-0.07356,Erik Sven Williams,-1.73728,2.65120,-7.45084,-0.45132,True,4.41414
7236,1.12122,-0.15367,2.14920,-8.98057,10.12701,-0.17432,Erik Sven Williams,-0.46581,-0.99986,-9.96851,-1.56361,True,57.13571
7237,0.68481,-0.00099,0.09504,-9.83263,10.35917,-0.19205,Erik Sven Williams,-1.61011,-0.41324,-9.40402,-2.44763,True,34.28801
7238,0.89372,-0.28322,-4.28798,-9.01339,10.57286,-0.61278,Erik Sven Williams,0.46761,1.13353,-8.02747,-1.00929,False,42.54193
7239,-0.43116,0.27764,-0.52559,-9.30658,10.22667,0.30245,Jerry Fernström,-0.26035,2.98702,-9.25690,-0.91405,False,-21.82090
7240,1.58665,1.52164,-2.85853,-9.13368,10.33716,1.38410,Jerry Williams,2.80794,2.01907,-9.10245,2.66850,False,77.90346
7241,0.72469,-0.72159,-1.80850,-8.93076,10.00623,-0.69777,Erik Sven Williams,1.87371,1.00806,-9.29785,1.23986,False,35.33001
7242,0.67462,0.64761,-2.76830,-9.84323,10.27406,0.67134,Jerry Fernström,0.67684,0.42946,-9.46225,-1.16073,False,32.34686
7243,1.09534,0.86567,-2.21054,-8.93551,10.16668,0.95428,Erik Sven Fernström,0.47332,2.88111,-4.47376,0.27437,False,53.66196
7244,2.27377,-0.13456,0.58107,-8.38451,10.69235,-0.25232,Erik Sven Williams,0.43089,2.37323,-10.17701,-0.76063,True,113.97912
7245,1.22778,0.12892,0.90231,-8.90961,10.27881,0.10515,Jerry Fernström,0.62977,0.08662,-11.20916,0.94613,True,61.84013
7246,1.49109,-1.47733,-0.78653,-8.79809,10.73448,-1.54027,Jerry från Solna,-2.05689,-1.63129,-7.90062,-2.03862,False,74.16111
7247,0.85448,1.39218,2.36293,-9.51537,10.78079,1.41024,Erik Sven Fernström,0.24713,-1.77957,-6.57926,-0.75515,True,43.90548
7248,1.63323,-0.64696,4.80548,-9.90894,10.27300,-0.72645,Erik Sven Williams,-0.78607,0.70399,-7.81121,-0.50300,True,84.06423
7249,1.73042,0.83146,-1.93940,-9.24784,9.97963,0.69488,Erik Sven Fernström,0.76278,1.52545,-8.03912,-0.80734,False,85.55116
7250,1.97068,-0.03334,-2.08142,-9.43780,10.20030,-0.00128,Erik Sven Williams,0.90845,-1.05967,-7.68726,-2.31630,False,97.49336
7251,0.79708,0.60848,1.49913,-8.55137,10.17955,0.68525,Jerry Fernström,-1.04623,-0.15753,-9.88968,-0.07623,True,40.60362
7252,1.50748,-0.11350,-2.81047,-9.11614,10.27785,-0.16443,Erik Sven Williams,-0.54550,1.18119,-8.42672,-2.65795,False,73.96860
7253,-0.58453,-0.07665,2.39159,-9.34545,9.91952,-0.07031,Erik Sven Williams,1.43722,-0.00256,-8.49829,-0.32908,True,-28.03074
7254,2.66686,-0.59946,-2.61741,-9.08940,9.97167,-0.62840,Erik Sven Williams,0.35516,1.57217,-8.28957,-0.66625,False,132.03435
7255,1.64490,0.21020,0.06522,-8.54233,10.72357,0.42525,Jerry Fernström,0.74672,0.23409,-9.89361,-0.38186,True,82.27759
7256,2.07459,1.30321,-3.34122,-9.14886,10.75767,1.31112,Erik Sven Fernström,0.84132,-0.10970,-12.53450,3.30361,False,102.05886
7257,0.38384,-1.57255,2.83969,-9.62927,9.93974,-1.61611,Jerry från Solna,0.90329,1.43108,-7.86783,-2.19493,True,20.61204
7258,-1.26662,-0.79025,2.74415,-9.35916,10.25772,-0.90567,Jerry från Solna,0.31111,-0.20115,-9.78447,-1.59574,True,-61.95911
7259,0.51604,0.00390,0.72646,-8.90955,10.52015,0.05705,Jerry Fernström,-0.47135,0.15289,-10.08895,1.03725,True,26.16524
7260,1.09606,0.14194,-2.37115,-9.13277,10.46911,0.09389,Jerry Fernström,-0.32925,2.79543,-8.64073,0.46165,False,53.61763
7261,2.01186,0.36992,1.25606,-9.17530,10.62215,0.38005,Jerry Fernström,-1.19448,1.77377,-10.10952,0.64657,True,101.22088
7262,0.31977,-1.13221,-3.92369,-9.07632,10.02693,-1.14600,Jerry från Solna,1.10552,1.63692,-8.93131,-1.00235,False,14.02676
7263,1.34001,-0.04320,4.41855,-9.17340,10.16180,-0.11164,Erik Sven Williams,-0.55531,-1.34532,-11.03570,3.73623,True,69.20955
7264,2.45220,-0.48747,-5.08106,-9.65328,10.04538,-0.60350,Erik Sven Williams,-1.35861,-2.47908,-8.48086,-2.35229,False,120.06937
7265,0.11453,0.01820,-1.75503,-9.01753,10.16449,0.20870,Jerry Fernström,0.13731,1.97135,-4.69777,-0.04549,False,4.84901
7266,0.75219,0.40880,-5.45068,-9.73799,10.91839,0.51819,Jerry Fernström,0.17553,-1.46430,-8.66268,0.21232,False,34.88423
7267,2.17663,0.74371,-2.84173,-9.72297,10.42407,0.82310,Jerry Fernström,-2.87812,-1.72759,-8.87455,-0.96477,False,107.41044
7268,2.76753,0.44720,-2.22090,-9.14980,10.34524,0.37260,Jerry Fernström,1.26328,0.89677,-6.75662,-0.35800,False,137.26581
7269,0.09907,1.02675,-1.42458,-9.57211,10.08384,0.96858,Erik Sven Fernström,-1.90811,2.74543,-7.86957,-0.30682,False,4.24121
7270,1.17029,-0.91398,0.40883,-9.56626,10.83104,-0.94058,Jerry från Solna,0.27536,-0.38044,-6.76263,1.10318,False,58.71917
7271,2.38052,1.21677,-4.46700,-9.71950,10.60590,1.18034,Erik Sven Fernström,1.04720,-1.53092,-9.07297,-0.52585,False,116.79236
7272,1.13882,0.51426,-3.45173,-9.38852,10.35871,0.52386,Jerry Fernström,-3.44615,-1.68419,-12.62173,-0.62319,False,55.21510
7273,1.56914,0.36877,-2.15429,-8.81998,10.13488,0.35413,Jerry Fernström,-1.82281,-2.20162,-9.81026,-0.54059,False,77.37996
7274,2.29967,0.44029,2.45329,-9.42500,10.17838,0.53293,Jerry Fernström,-0.92415,-1.52796,-6.67842,-0.58095,True,116.21015
7275,2.23580,-0.20085,-3.03188,-9.08835,10.63224,-0.27207,Erik Sven Williams,-1.76241,2.40959,-7.91142,-3.65795,False,110.27416
7276,1.16488,-0.94029,-2.56771,-9.47393,10.50514,-1.04479,Jerry från Solna,-1.45626,-0.60201,-4.86823,-0.83487,False,56.95996
7277,1.53225,0.83119,-2.86678,-8.62237,10.81049,0.70547,Erik Sven Fernström,-0.79306,1.58222,-5.11260,-0.72063,False,75.17907
7278,0.97655,0.01830,-0.56839,-8.91539,10.54668,0.07681,Jerry Fernström,-0.23021,0.44305,-6.25440,-0.72362,False,48.54329
7279,0.77091,-1.14854,-4.82594,-9.85235,10.33861,-1.06921,Jerry från Solna,-0.05267,-0.72120,-8.98770,-2.83458,False,36.13230
7280,0.13212,-0.39682,3.09491,-8.90438,10.80462,-0.57753,Erik Sven Williams,0.69132,0.29019,-9.78591,0.62561,True,8.15330
7281,0.34186,0.27022,0.57795,-9.47662,10.52145,0.35096,Jerry Fernström,0.17591,0.61644,-8.47854,-0.85543,True,17.38208
7282,0.91070,0.86136,-2.49111,-9.10849,10.65103,0.96380,Erik Sven Fernström,0.87221,-1.63953,-8.81027,-2.20696,False,44.28955
7283,2.43638,-0.53105,0.30540,-9.11068,10.46815,-0.45811,Erik Sven Williams,-0.53617,3.13372,-9.43365,-0.39495,False,121.97187
7284,3.00962,-0.94260,0.91437,-9.32040,10.22378,-0.96223,Jerry från Solna,-0.00398,0.41280,-8.24155,-2.13932,False,150.93820
7285,0.35114,-0.53062,-5.16948,-9.12914,10.61200,-0.33118,Erik Sven Williams,-0.55359,-0.97271,-10.37819,0.62455,False,14.97202
7286,0.42346,-0.90715,0.50257,-8.70692,10.72849,-0.78446,Jerry från Solna,1.19665,0.48625,-8.33102,-3.42004,False,21.42413
7287,1.68481,-0.46735,1.91584,-9.41078,10.41292,-0.48578,Erik Sven Williams,-1.95133,1.32279,-8.96390,-2.95824,True,85.19845
7288,1.42981,-0.77027,-6.20215,-9.02860,9.95383,-0.72113,Jerry från Solna,0.49260,-0.62203,-7.53787,-1.99798,False,68.38957
7289,-1.23909,-0.22095,2.87557,-10.14898,10.26998,-0.14177,Erik Sven Williams,0.00558,0.28920,-9.79669,-1.57999,True,-60.51696
7290,1.10581,-0.77704,1.68399,-9.50804,10.38431,-0.67786,Jerry från Solna,0.12561,-1.33263,-7.75685,0.18802,True,56.13249
7291,2.32786,0.68212,-3.10365,-9.22651,10.39574,0.77725,Jerry Fernström,-1.20780,-1.46958,-12.43218,3.99179,False,114.84133
7292,0.77430,0.03258,-1.10006,-9.02426,10.05062,0.18409,Jerry Fernström,2.05511,-0.36287,-9.89440,0.00918,False,38.16489
7293,-0.19601,0.43165,3.42734,-8.99027,9.93757,0.40297,Jerry Fernström,2.07534,-0.19773,-10.56718,-2.12666,True,-8.08674
7294,1.08974,1.23797,2.84765,-9.87155,10.23782,1.26464,Erik Sven Fernström,0.76974,1.22892,-10.03495,-0.74527,True,55.91057
7295,0.50718,-1.06248,3.59336,-9.26697,10.03941,-0.98422,Jerry från Solna,0.25074,-2.64994,-3.17952,-0.92574,True,27.15584
7296,0.67579,-0.66085,0.42373,-9.06395,10.82490,-0.74936,Erik Sven Williams,-0.25085,0.68089,-10.16483,-1.14467,False,34.00116
7297,0.44277,-0.06569,0.36129,-9.50601,10.45829,-0.05195,Erik Sven Williams,-1.04200,-1.84042,-11.00043,0.77296,True,22.31929
7298,0.45821,-0.38975,-3.92208,-9.09178,10.33859,-0.48689,Erik Sven Williams,1.18623,-1.02947,-11.65624,3.38266,False,20.94961
7299,1.21044,-0.52322,-2.52629,-9.17839,10.43935,-0.68252,Erik Sven Williams,-0.16786,-2.04683,-8.05867,-1.30181,False,59.25898
7300,2.26018,0.61554,-1.58097,-9.08318,10.11849,0.67796,Jerry Fernström,-0.85520,0.55498,-12.68114,0.68299,False,112.21842
7301,0.34880,0.01472,-1.48308,-9.26301,10.25475,0.12655,Jerry Fernström,0.24828,1.40959,-5.74814,1.08738,False,16.69837
7302,2.35788,-0.83855,1.48473,-8.54457,10.63593,-0.91907,Jerry från Solna,-0.48286,-0.22196,-9.26015,0.27049,True,118.63651
7303,1.02847,-0.05784,0.09506,-9.35259,10.51229,-0.11789,Erik Sven Williams,3.59250,-0.45537,-11.09992,-1.46533,True,51.47108
7304,2.06241,1.16958,-3.03402,-9.74766,10.20134,0.99667,Erik Sven Fernström,-0.19577,1.34848,-7.52722,-2.31386,False,101.60350
7305,0.41213,0.14592,-6.10712,-9.62920,10.12337,0.08629,Jerry Fernström,-0.09497,1.06386,-6.67454,-1.44343,False,17.55298
7306,1.92072,0.67595,-6.98514,-9.73786,10.46978,0.64411,Jerry Fernström,0.14062,-0.95376,-9.28765,-0.26451,False,92.54362
7307,1.09211,0.82986,-1.75689,-8.55118,10.78502,0.89338,Erik Sven Fernström,-1.76280,-2.17591,-8.02933,-1.03703,False,53.72721
7308,0.66423,0.29183,-6.76060,-9.16317,10.14528,0.19077,Jerry Fernström,-0.76959,0.44135,-6.87264,-1.32689,False,29.83100
7309,1.98932,0.50850,-2.20455,-9.86403,9.98290,0.43241,Jerry Fernström,-0.50041,-0.91361,-11.09171,-1.97192,False,98.36355
7310,0.35838,-0.18835,-3.09656,-9.39157,10.36704,-0.22391,Erik Sven Williams,-2.09333,-0.39048,-7.77042,2.79410,False,16.37049
7311,0.93012,-0.89574,3.80700,-8.78063,10.54474,-0.84951,Jerry från Solna,1.91424,1.26628,-8.28120,-0.92937,True,48.40973
7312,2.78843,-0.98124,0.98236,-10.06722,10.11726,-1.10979,Jerry från Solna,0.88138,0.70859,-9.83118,-0.70423,True,139.91278
7313,-0.77088,-0.56957,7.61359,-8.69368,9.86142,-0.56848,Erik Sven Williams,1.50183,-1.23441,-8.95270,-2.85868,True,-34.73704
7314,1.21997,-0.16828,-2.12559,-9.36840,10.65817,-0.15754,Erik Sven Williams,-0.66259,0.96631,-8.23248,-1.19212,False,59.93587
7315,2.41838,-1.40637,0.39046,-8.81739,10.42018,-1.39067,Jerry från Solna,1.14455,-1.56626,-8.70391,-0.29820,False,121.11439
7316,1.45612,-0.27189,-0.74357,-8.82567,10.09409,-0.19881,Erik Sven Williams,1.27059,0.71455,-8.63651,-2.40448,False,72.43426
7317,-0.25844,-1.21825,-2.03806,-9.52404,10.36815,-1.22671,Jerry från Solna,0.89808,-0.37961,-6.38606,0.94378,False,-13.94122
7318,0.39171,-0.76607,0.15922,-9.63176,10.36432,-0.75107,Jerry från Solna,-0.64194,-0.66437,-7.64676,-0.37301,False,19.66509
7319,2.22295,0.68598,-0.31622,-9.54616,10.32008,0.63098,Jerry Fernström,0.42056,1.05392,-11.50885,-0.12654,True,110.98960
7320,0.30054,-0.79232,0.93563,-8.89705,10.49771,-0.82245,Jerry från Solna,1.30464,0.79608,-7.74645,-0.19178,True,15.49488
7321,0.89380,-0.81325,-1.54777,-9.97945,10.27221,-0.83228,Jerry från Solna,1.39331,-1.27880,-7.99883,-0.34753,False,43.91609
7322,2.45868,0.94289,-2.59118,-9.56497,10.58739,0.94896,Erik Sven Fernström,0.79555,0.75265,-8.86491,-3.37347,False,121.63853
7323,2.26967,0.12308,0.58957,-9.53883,10.60757,-0.10589,Jerry Fernström,-1.18468,0.08958,-7.72354,0.42229,True,113.77845
7324,0.04909,-1.01446,-2.17087,-8.95403,10.48130,-1.05154,Jerry från Solna,2.99043,1.07036,-10.12447,2.01643,False,1.36882
7325,2.24660,1.46553,-7.18434,-8.86464,10.01414,1.39686,Erik Sven Fernström,1.38859,-0.68718,-9.67254,-0.78834,False,108.73789
7326,0.41672,0.09549,-4.86504,-9.22285,10.24580,0.18885,Jerry Fernström,1.10552,-0.35297,-11.13062,-1.03966,False,18.40328
7327,1.31347,0.34539,-4.55126,-8.98266,10.21423,0.30731,Jerry Fernström,0.16374,-0.39926,-9.87293,-1.52351,False,63.39800
7328,2.47531,0.40015,0.00160,-9.91188,10.00781,0.45195,Jerry Fernström,1.69837,-1.42920,-9.06707,1.21527,True,123.76614
7329,0.15577,1.07663,1.23882,-9.35803,10.51277,1.28751,Erik Sven Fernström,0.50743,-2.36820,-9.90634,-0.24781,True,8.40781
7330,0.09533,0.61119,-0.29747,-9.29050,10.60993,0.52026,Jerry Fernström,-0.08767,-0.96748,-6.49301,-1.18214,True,4.61793
7331,0.09463,-0.93425,-0.27118,-9.69672,10.06171,-0.91593,Jerry från Solna,-0.50921,1.83648,-6.69683,-1.10172,False,4.59589
7332,1.84751,-0.77686,-1.76994,-9.01679,10.14996,-0.79455,Jerry från Solna,0.19287,0.25450,-7.94268,0.59235,False,91.49040
7333,0.32286,0.49805,-1.15215,-8.49003,10.20594,0.42493,Jerry Fernström,-1.98104,0.07122,-9.14334,0.26198,False,15.56709
7334,0.97461,1.65986,-0.25731,-8.60828,10.69498,1.66411,Jerry Williams,0.01864,-0.35929,-7.71746,-1.07068,True,48.60167
7335,0.84494,0.89401,0.50364,-9.46964,10.40350,0.88484,Erik Sven Fernström,-1.96709,-1.38765,-11.42094,-2.46442,True,42.49893
7336,0.54650,1.26538,-3.42079,-9.31691,10.38234,1.37297,Erik Sven Fernström,-1.09495,-0.96004,-10.41016,0.14038,False,25.61467
7337,1.17967,0.55702,-0.18803,-9.46405,10.11254,0.58010,Jerry Fernström,-1.41323,-0.10740,-7.08915,0.16116,True,58.88948
7338,1.20442,0.88161,-3.77171,-9.35310,10.32824,0.91287,Erik Sven Fernström,0.26338,0.89682,-10.25913,0.84040,False,58.33496
7339,-1.91319,-0.43506,6.90032,-8.81407,10.11467,-0.33512,Erik Sven Williams,1.93537,1.89176,-4.26226,0.08327,True,-92.20941
7340,1.60064,0.01129,2.31190,-9.79879,10.49516,-0.04076,Jerry Fernström,-0.69452,-1.98145,-7.73313,-0.81637,True,81.18814
7341,1.80843,0.30322,-2.81924,-8.95385,10.47707,0.51885,Jerry Fernström,0.42606,0.92841,-7.88217,-0.49797,False,89.01180
7342,0.42179,0.55038,0.29104,-9.35566,10.61473,0.45350,Jerry Fernström,1.95794,0.34939,-7.14032,-1.37810,True,21.23519
7343,-0.23218,-0.54756,5.83317,-9.68808,10.47287,-0.56898,Erik Sven Williams,-0.97379,0.08946,-8.50433,-2.87494,True,-8.69242
7344,-0.97059,-1.13276,-2.41278,-8.97623,10.06001,-1.11003,Jerry från Solna,-1.45890,-1.31353,-10.44247,0.32228,False,-49.73604
7345,2.34478,-0.07682,-4.50609,-8.69995,9.97359,-0.16099,Erik Sven Williams,-0.69018,0.61059,-8.29369,0.19941,False,114.98599
7346,-0.09016,-0.73826,-2.81110,-8.81590,9.89166,-0.81356,Erik Sven Williams,0.64330,-1.02047,-11.72770,1.10192,False,-5.91365
7347,1.64464,-0.70954,5.68663,-9.44533,10.69814,-0.68991,Erik Sven Williams,-1.09667,0.50871,-7.80662,-2.01238,True,85.07517
