,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
349,Atsuto,1.18128,0.37528,1.72733,-9.16714,10.08010,0.47885,Jerry Fernström,0.20618,1.19950,-10.58313,-0.70142,True,59.92762
350,Bob,0.21554,-0.92234,-0.75401,-8.98503,10.78146,-0.71468,Jerry från Solna,-0.03077,1.11443,-10.06996,-0.63060,False,10.39978
351,Bob,1.23071,0.56606,-2.13342,-8.75692,10.83305,0.61813,Jerry Fernström,1.11302,0.88065,-8.09889,-2.28817,False,60.46876
352,Jorg,-0.24393,0.67050,1.31674,-8.79142,10.23834,0.67928,Jerry Fernström,-0.64149,1.01907,-6.46928,0.18500,True,-11.53794
353,Atsuto,0.84034,0.83473,-6.61871,-9.87695,10.22164,0.78587,Erik Sven Fernström,-0.69908,-0.42693,-9.90724,3.62719,False,38.70768
354,Jorg,0.83780,-1.29401,1.66914,-9.55464,10.13442,-1.37644,Jerry från Solna,0.57846,0.20952,-5.28957,-1.07361,True,42.72475
355,Shoogee,1.40138,0.06095,-1.95039,-9.01660,10.14910,0.18720,Jerry Fernström,-0.11319,2.36646,-7.10504,-1.63879,False,69.09373
356,Shoogee,-0.36968,0.31021,1.60028,-8.67173,10.39216,0.14802,Jerry Fernström,-0.33041,2.97105,-7.97891,-1.74152,True,-17.68381
357,Bob,1.98724,0.21207,-6.05455,-8.47231,10.32178,0.25717,Jerry Fernström,-1.16908,2.26047,-8.61318,-3.30030,False,96.33449
358,Bob,1.92475,0.02243,3.83309,-8.42473,10.43705,0.08521,Jerry Fernström,-1.59637,0.65352,-10.26557,-1.67907,True,98.15391
359,Jorg,0.41723,0.36810,-1.74684,-9.14796,10.17134,0.47633,Jerry Fernström,2.52404,0.70929,-12.18506,2.43159,False,19.98829
360,Jorg,1.16726,-0.42243,-5.87027,-9.32996,10.62913,-0.39064,Erik Sven Williams,0.77804,0.12514,-7.54523,-1.37051,False,55.42800
361,Jorg,0.79756,1.12175,2.65988,-9.39687,10.64702,1.26679,Erik Sven Fernström,-1.32037,-1.09305,-7.59223,-0.43340,True,41.20791
362,Bob,1.53639,-0.35740,1.82854,-8.78114,10.41454,-0.43116,Erik Sven Williams,0.88079,-2.55232,-7.86499,-2.68212,True,77.73355
363,Atsuto,0.33694,-0.54552,-2.96174,-8.82886,10.29038,-0.49442,Erik Sven Williams,-0.18542,-0.06858,-10.69139,-1.74187,False,15.36629
364,Shoogee,1.70319,1.44433,-6.80421,-9.00925,10.20765,1.49529,Erik Sven Fernström,1.28097,-2.34534,-7.05225,0.75344,False,81.75738
365,Atsuto,-0.27050,0.99184,-4.78405,-9.36757,10.17061,1.14122,Erik Sven Fernström,0.62072,-0.20124,-7.85344,-1.37258,False,-15.91691
366,Bob,0.76724,-0.23130,1.02888,-9.57558,10.82945,-0.26676,Erik Sven Williams,-2.13616,1.93587,-10.31578,-0.20640,True,38.87627
367,Jorg,1.35047,0.86570,0.56212,-9.10936,10.48228,0.88555,Erik Sven Fernström,2.09956,1.03573,-7.38484,-0.38157,True,67.80457
368,Shoogee,0.82922,1.19083,-10.60992,-9.64764,9.99054,1.22004,Erik Sven Fernström,-0.93861,-0.92142,-7.78566,-0.17665,False,36.15611
369,Atsuto,0.04829,0.04819,2.01687,-9.06608,10.06637,-0.16163,Jerry Fernström,0.97772,2.00482,-9.92485,2.95103,True,3.42303
370,Bob,1.22046,0.08111,1.40690,-9.20620,10.19858,0.04627,Jerry Fernström,-0.08483,-0.55364,-11.50895,-2.23983,True,61.72636
371,Bob,0.13351,-0.60929,-2.48670,-8.95765,10.41275,-0.56963,Erik Sven Williams,0.64219,-3.59822,-9.67683,-3.15833,False,5.43211
372,Bob,0.72079,-0.93616,0.49377,-9.73953,10.42704,-0.93350,Jerry från Solna,-0.14586,-0.25024,-9.36268,-0.32464,False,36.28621
373,Atsuto,2.37254,1.12179,-5.49525,-9.78571,10.46387,1.07339,Erik Sven Fernström,-0.14230,-0.43634,-8.50778,-2.38676,False,115.87949
374,Bob,0.46843,0.28603,4.11809,-9.07749,10.67651,-0.02803,Jerry Fernström,2.20629,0.01929,-8.46237,-1.47157,True,25.48048
375,Atsuto,2.57770,-1.13772,2.65108,-9.46977,10.20134,-1.10207,Jerry från Solna,-0.13608,-0.16823,-8.32907,0.05016,True,130.21033
376,Jorg,-0.42042,-0.04269,-1.29988,-9.04633,10.55570,-0.00406,Erik Sven Williams,-0.74130,1.02527,-8.92182,-1.05829,False,-21.67116
377,Shoogee,0.21232,-0.18638,1.73965,-8.77486,10.71329,-0.16521,Erik Sven Williams,-0.28154,3.27902,-9.12306,0.25892,True,11.48604
378,Shoogee,0.00149,0.84276,1.33537,-8.59252,10.46179,0.82560,Erik Sven Fernström,1.20719,0.15539,-9.10505,0.11289,True,0.74203
379,Bob,0.45470,-0.76667,-4.69140,-8.96217,9.93074,-0.74206,Jerry från Solna,0.16732,0.13545,-9.84799,-3.30242,False,20.38915
380,Jorg,-0.23887,0.04411,1.15989,-9.44482,9.95201,0.08347,Jerry Fernström,0.33092,-0.56824,-6.10895,-1.06071,True,-11.36378
381,Bob,0.84792,-0.78064,-3.21310,-9.76649,10.15423,-0.69245,Jerry från Solna,-0.40600,-1.10506,-7.19881,-2.50157,False,40.78952
382,Shoogee,-0.12590,0.75625,1.93926,-9.67372,10.88269,0.83702,Erik Sven Fernström,0.39398,-1.33147,-6.67000,-1.20350,True,-5.32552
383,Jorg,1.02334,-0.44603,0.58986,-9.23668,10.53729,-0.50123,Erik Sven Williams,-1.53644,-0.76320,-12.20693,1.76997,True,51.46195
384,Shoogee,-0.49870,-1.06754,3.86605,-8.74634,10.10734,-1.26362,Jerry från Solna,-0.33054,-0.67730,-6.21400,-2.93156,True,-23.00196
385,Shoogee,0.03180,-0.20682,-3.66224,-8.78557,10.52579,-0.15973,Erik Sven Williams,0.71534,-0.06337,-10.83803,0.04156,False,-0.24088
386,Bob,0.53433,1.36314,-0.47067,-8.97009,10.33416,1.33174,Erik Sven Fernström,-2.14686,0.73552,-8.15090,-2.49465,True,26.48121
387,Bob,2.77086,-0.01749,-2.65288,-8.45966,10.68543,0.14179,Erik Sven Williams,-0.64474,0.42803,-7.05177,-2.20864,False,137.21676
388,Jorg,1.66684,0.67030,-5.96033,-9.10220,10.25085,0.53747,Jerry Fernström,-1.07802,-1.23662,-7.09066,-0.56188,False,80.36176
389,Jorg,1.16739,0.35793,2.29762,-9.28943,10.26217,0.41508,Jerry Fernström,0.30358,-1.74117,-7.53561,-1.74527,True,59.51815
390,Shoogee,2.12382,0.54748,-1.23553,-9.78778,9.98554,0.35822,Jerry Fernström,-0.10881,-0.70308,-7.39878,1.11664,False,105.57320
391,Jorg,-0.46902,1.01042,-0.23747,-8.96882,10.17201,0.87706,Erik Sven Fernström,0.52914,-0.36044,-7.76737,0.35905,True,-23.56992
392,Bob,1.56685,-0.16512,-2.93621,-8.62173,10.00129,-0.17672,Erik Sven Williams,-0.05793,0.80674,-9.92191,-1.64154,False,76.87446
393,Jorg,1.37119,-0.43112,-0.12719,-9.32738,10.33985,-0.27350,Erik Sven Williams,-0.95155,-0.10332,-8.82416,-1.82129,False,68.49579
394,Bob,1.06969,0.07867,-0.35148,-9.28954,10.16631,-0.01029,Jerry Fernström,2.56081,0.67537,-10.20728,-3.25690,False,53.30879
395,Bob,1.61669,0.73669,-5.05252,-9.25805,10.20816,0.69783,Jerry Fernström,-1.31212,-0.88171,-8.42577,-0.97231,False,78.30832
396,Jorg,0.83036,-0.24437,-1.29270,-8.96359,10.43796,-0.16768,Erik Sven Williams,0.75329,-0.80795,-5.87540,-1.47008,False,40.87148
397,Atsuto,2.06708,-1.46927,1.32150,-9.22243,10.28460,-1.62116,Jerry från Solna,-1.97746,0.92173,-8.43717,-0.34177,False,104.01462
398,Jorg,1.66048,-0.04390,-4.05743,-9.43046,10.12571,-0.01165,Erik Sven Williams,0.33134,1.09472,-6.60492,0.30422,False,80.99535
399,Atsuto,1.14325,-0.50788,4.81911,-9.31181,10.35900,-0.74914,Erik Sven Williams,0.36682,-0.05935,-9.54256,1.99738,True,59.57215
400,Bob,0.85224,-0.23270,2.99304,-9.51691,10.01520,-0.33382,Erik Sven Williams,0.68285,1.23199,-7.59959,-3.32184,True,44.10854
401,Jorg,1.09771,-0.95094,-2.16548,-9.15453,9.87695,-0.94268,Jerry från Solna,-4.37889,-3.66414,-6.33620,-1.21705,False,53.80255
402,Jorg,1.21407,0.26276,-3.29351,-8.97168,10.41110,0.31985,Jerry Fernström,0.17661,2.24264,-10.20445,3.35092,False,59.05661
403,Shoogee,1.35671,-0.03830,-8.14279,-9.67189,10.11663,0.06558,Erik Sven Williams,0.03835,0.18489,-8.63298,-0.46967,False,63.76390
404,Jorg,1.96172,-0.19662,-4.97964,-9.35543,10.22653,-0.12451,Erik Sven Williams,1.94718,2.24738,-6.93360,1.25192,False,95.59627
405,Jorg,1.50071,0.76537,3.98820,-9.20434,10.00686,0.70722,Erik Sven Fernström,-1.57921,-2.09969,-12.43278,2.80684,True,77.02961
406,Jorg,0.12228,-1.00505,2.32133,-9.45402,9.93275,-1.32734,Jerry från Solna,0.14723,0.20201,-9.39931,-1.79519,True,7.27488
407,,0.95125,-0.14534,2.69299,-9.22679,10.24097,-0.15571,Erik Sven Williams,-0.80408,1.80860,-10.72584,-1.75732,True,48.90877
408,Atsuto,2.22129,1.09490,-4.68527,-9.15421,10.37330,1.20524,Erik Sven Fernström,-0.86133,-0.15073,-6.91687,6.79418,False,108.72176
409,Jorg,-0.40009,0.23379,-3.21844,-9.00724,9.90134,0.17004,Jerry Fernström,-0.43894,-0.15692,-12.87419,3.80600,False,-21.61359
410,Shoogee,0.78744,-0.08185,1.01411,-9.98618,10.32290,0.11457,Erik Sven Williams,-0.90451,-1.18467,-9.33040,0.36688,True,39.87910
411,Jorg,-0.70112,0.27020,1.51107,-9.31797,9.97819,0.43795,Jerry Fernström,-1.56176,-0.37931,-7.87765,-2.10896,True,-34.30049
412,Shoogee,1.99963,0.95693,-2.61332,-8.35383,10.67040,0.98899,Erik Sven Fernström,-0.51947,-0.33934,-7.72748,-0.68249,False,98.67483
413,Shoogee,1.33594,0.82109,-2.63700,-8.58884,10.35185,0.84284,Erik Sven Fernström,-0.11846,2.00146,-8.20213,-2.16512,False,65.47832
414,Shoogee,0.92430,-0.15929,-2.15252,-9.40396,10.85795,-0.19684,Erik Sven Williams,2.24915,-0.84530,-8.09122,-0.19929,False,45.13890
415,Jorg,-0.86930,-0.65499,5.82012,-9.38304,9.95819,-0.70476,Erik Sven Williams,0.21470,0.26929,-8.94609,-2.45412,True,-40.55503
416,Jorg,0.52652,-0.78662,-1.19580,-8.98958,10.45448,-0.83544,Jerry från Solna,1.41121,0.99364,-6.78725,-0.78097,False,25.72789
417,Bob,1.68197,-0.10880,-0.68681,-9.08387,10.40494,-0.04864,Erik Sven Williams,3.52590,-1.86171,-9.11804,0.08272,False,83.75509
418,Shoogee,1.14345,-0.22860,-3.47670,-8.63795,10.50839,-0.34802,Erik Sven Williams,0.23964,0.41468,-9.46447,-1.17649,False,55.43407
419,Bob,1.93965,1.55338,-1.80559,-8.71271,10.54265,1.71695,Jerry Williams,0.29213,-1.20297,-8.72820,-4.63327,False,96.07963
420,Jorg,2.55846,0.03494,-3.59343,-8.74509,10.32015,0.15947,Jerry Fernström,-3.20247,-0.60834,-5.52004,-0.86733,False,126.12640
421,Jorg,1.36009,0.28794,-1.86615,-9.03506,10.25769,0.38057,Jerry Fernström,-0.91997,-1.40701,-8.07885,-1.87977,False,67.07119
422,Shoogee,1.40424,0.38038,-2.12040,-8.66385,10.50512,0.49030,Jerry Fernström,1.61823,-0.13190,-6.01838,-1.80412,False,69.15192
423,Shoogee,2.62901,1.01652,2.37858,-9.85314,10.66498,0.99654,Erik Sven Fernström,-0.53475,-0.48830,-10.43764,-2.18589,True,132.63971
424,Atsuto,1.49640,-0.07016,-2.82441,-9.41710,10.41993,-0.17172,Erik Sven Williams,0.37916,-0.08840,-10.42720,-0.55039,False,73.40770
425,Bob,0.02278,0.30474,3.42205,-8.66706,10.78791,0.17963,Jerry Fernström,-0.44186,-0.09929,-10.38958,-0.83161,True,2.85002
426,Shoogee,1.50521,0.45646,-3.61223,-8.87841,10.01760,0.44101,Jerry Fernström,0.48924,0.11854,-9.10077,-2.35921,False,73.45446
427,Jorg,0.49163,-0.67421,-1.07888,-8.81612,10.18445,-0.72555,Erik Sven Williams,0.17365,-1.80743,-8.59573,-2.01054,False,24.04191
428,Shoogee,1.68438,1.35377,-0.27681,-8.94591,10.84573,1.46939,Erik Sven Fernström,-0.40820,-1.13823,-8.03025,-0.01454,True,84.08057
429,Shoogee,0.98486,0.40522,-0.61137,-8.74059,10.34741,0.47687,Jerry Fernström,1.45634,-0.05304,-8.55107,-1.16993,False,48.93756
430,Bob,0.85360,-0.81884,1.96793,-9.10673,10.65757,-0.82115,Jerry från Solna,0.24882,-2.64930,-9.15253,-1.77870,True,43.66388
431,Atsuto,-0.56222,-0.48467,2.04628,-8.89846,10.20575,-0.31663,Erik Sven Williams,-0.02083,-1.42824,-10.28157,2.29748,True,-27.08809
432,Jorg,1.83988,0.16952,0.28561,-9.00057,10.20354,0.29127,Jerry Fernström,-0.54927,0.53664,-5.63234,-1.21789,True,92.13657
433,Bob,2.36237,0.43724,-4.78374,-8.57544,9.98508,0.42001,Jerry Fernström,-0.42868,-0.61493,-10.46827,-1.54718,False,115.72670
434,Jorg,1.55341,-0.98734,0.15449,-9.05838,10.02932,-1.07113,Jerry från Solna,-0.40314,-2.45621,-6.60856,0.90682,False,77.74770
435,Shoogee,1.49488,0.84390,-1.59524,-8.56655,9.99822,0.80777,Erik Sven Fernström,-0.05801,0.71648,-9.32906,-1.96841,False,73.94626
436,Shoogee,0.47651,-0.57182,-1.84042,-9.89106,10.25458,-0.44016,Erik Sven Williams,-0.66676,-2.67467,-7.83491,-0.07716,False,22.90541
437,Bob,2.16851,0.61440,3.24371,-9.09702,10.64615,0.54511,Jerry Fernström,0.41821,1.37334,-10.41379,-1.34315,True,110.04724
438,Jorg,1.90702,1.51831,-0.30460,-9.27848,9.93242,1.60863,Jerry Williams,0.67116,0.91019,-6.36718,-1.77266,True,95.19890
439,Bob,0.00538,-1.20951,1.27193,-9.44631,10.01957,-1.19337,Jerry från Solna,-0.62642,1.14406,-10.40146,-0.92938,True,0.90483
440,Shoogee,0.99986,1.14672,-1.74538,-9.73023,10.74329,1.26851,Erik Sven Fernström,-0.42849,1.03754,-6.67228,-1.79756,False,49.12015
441,Shoogee,1.03758,-0.24832,-3.23935,-9.56059,10.36714,-0.18960,Erik Sven Williams,0.49984,0.63543,-7.70299,-1.41070,False,50.25956
442,Jorg,0.48854,0.41849,2.39133,-9.11308,10.14593,0.30519,Jerry Fernström,-0.95412,0.42731,-5.17419,-0.00287,True,25.62289
443,Shoogee,1.10725,0.06678,-4.00793,-9.26734,9.93610,-0.04621,Jerry Fernström,0.37934,-0.44644,-10.13523,-0.77183,False,53.35850
444,Shoogee,0.49605,0.00350,-3.95075,-9.78241,10.00067,0.05011,Jerry Fernström,-1.87858,-0.14169,-7.87402,-2.99336,False,22.82699
445,Shoogee,-0.20367,-0.35509,0.25430,-9.45647,10.19003,-0.37726,Erik Sven Williams,-0.84173,1.46077,-13.26419,2.30388,False,-10.05643
446,Shoogee,3.10106,0.72046,-2.35796,-9.79590,10.56409,0.65678,Jerry Fernström,2.21643,0.39570,-8.38279,-0.89817,False,153.87426
447,Shoogee,0.08754,-0.11948,0.33542,-9.59518,10.14498,0.04736,Erik Sven Williams,-0.36616,3.22446,-7.16145,-0.11888,True,4.54477
448,Jorg,2.09001,0.41734,-1.40705,-9.61993,10.09641,0.45633,Jerry Fernström,-1.54501,-1.51498,-12.32352,0.64687,False,103.79682
449,Atsuto,0.06954,-0.22906,-2.11068,-9.16052,10.29702,-0.03633,Erik Sven Williams,0.31448,-0.04042,-10.24778,-1.27497,False,2.42178
450,Shoogee,1.77294,0.67242,0.94878,-8.76760,10.06857,0.55319,Jerry Fernström,-1.00030,-0.42361,-8.91552,-1.10641,True,89.12118
451,Bob,0.62186,0.56441,-1.34841,-8.82870,9.95928,0.60693,Jerry Fernström,0.06097,-0.62945,-9.12130,-1.89199,False,30.41863
452,Jorg,2.24204,1.43371,-5.48185,-9.47717,10.30000,1.30166,Erik Sven Fernström,-0.25959,-0.57622,-10.28736,-2.03924,False,109.36095
453,Jorg,-0.74379,-0.54319,-0.66926,-9.36346,9.97776,-0.54978,Erik Sven Williams,0.22429,4.35974,-9.51067,-0.88516,False,-37.52411
454,Bob,0.98442,0.15702,-4.58581,-8.42000,10.54959,0.18427,Jerry Fernström,0.21929,-0.63313,-8.12266,-2.90750,False,46.92797
455,Jorg,1.23063,-0.64025,0.53599,-9.17226,10.35841,-0.83890,Erik Sven Williams,-2.96649,-3.19254,-9.80068,0.43159,False,61.79932
456,Jorg,0.23091,0.28698,3.40777,-8.94752,10.46223,0.25518,Jerry Fernström,1.57165,-4.53221,-8.97569,-1.72011,True,13.24955
457,Bob,-0.61724,-0.07239,-2.50384,-8.81493,9.81715,-0.05158,Erik Sven Williams,0.49703,-0.99603,-9.75724,-2.17876,False,-32.11411
458,Jorg,-1.03085,0.00138,-4.23080,-9.05904,10.22904,0.07019,Jerry Fernström,0.88180,-0.05564,-10.03640,3.35696,False,-53.65772
459,Bob,0.26545,-1.12690,-4.32544,-9.03800,10.11126,-0.93328,Jerry från Solna,0.52545,-0.90234,-8.15574,-3.39808,False,11.10982
460,Jorg,0.48127,0.54028,-2.00295,-8.80874,10.31662,0.55258,Jerry Fernström,-2.81646,0.77470,-8.76023,0.01149,False,23.06226
461,Bob,-0.08936,0.95412,-3.46964,-9.58712,10.41812,1.13025,Erik Sven Fernström,-0.09000,-1.90391,-7.83342,-1.46960,False,-6.20262
462,Atsuto,0.70060,-0.17872,0.43705,-9.13668,10.16575,-0.18316,Erik Sven Williams,-0.17838,0.50823,-10.10384,1.07483,True,35.24842
463,Jorg,0.48865,-0.16629,1.99727,-9.20192,10.15632,-0.23406,Erik Sven Williams,0.93979,-1.40073,-11.65401,-0.88654,True,25.43133
464,Shoogee,-0.84754,0.41614,2.16614,-9.07579,10.82829,0.53250,Jerry Fernström,-0.58443,-0.89997,-10.83920,4.54454,True,-41.29374
465,Bob,2.24757,0.30880,1.11740,-8.63740,10.56470,0.29804,Jerry Fernström,0.04141,1.34995,-9.53235,1.05174,True,112.93723
466,Bob,1.91085,0.49137,-9.55297,-8.59714,10.73168,0.62350,Jerry Fernström,1.88360,-1.46053,-7.86918,-3.09140,False,90.76603
467,Bob,0.74330,-0.35807,-2.45588,-9.00677,10.21581,-0.47825,Erik Sven Williams,0.66552,-1.39133,-11.34665,-2.64451,False,35.93717
468,Jorg,1.22154,-1.15469,-0.14309,-8.86144,10.37496,-1.16267,Jerry från Solna,-0.33880,0.17123,-9.10498,-2.87535,False,61.00534
469,Jorg,2.25694,0.31203,-2.44521,-9.19269,10.49343,0.29379,Jerry Fernström,-1.74610,-0.66121,-11.10553,-3.28943,False,111.62419
470,Atsuto,0.31846,0.54635,-3.84120,-8.95490,10.15897,0.62547,Jerry Fernström,0.53175,0.24380,-7.63173,0.74919,False,14.00223
471,Bob,-0.30756,-0.24642,-1.74260,-9.77044,10.42028,-0.23435,Erik Sven Williams,1.29014,1.06795,-9.01302,-2.74400,False,-16.24950
472,Bob,2.22233,0.60880,-6.19747,-9.64927,10.57678,0.59108,Jerry Fernström,-0.10319,-0.26140,-9.31327,-4.24982,False,108.01785
473,Shoogee,0.52591,-1.07169,2.68662,-9.19024,10.01752,-1.14835,Jerry från Solna,-1.08592,0.53000,-8.24956,-2.21670,True,27.63893
474,Jorg,-0.90833,-0.85229,1.15968,-9.18156,10.01574,-0.93298,Jerry från Solna,-1.91941,-1.06472,-6.24482,-1.89783,True,-44.83678
475,Atsuto,0.21663,-0.30199,0.50853,-9.59490,10.32647,-0.24590,Erik Sven Williams,-0.05386,-0.35918,-9.90941,-1.90745,True,11.08555
476,Bob,-0.33120,-0.45097,0.08466,-9.39727,10.54431,-0.43295,Erik Sven Williams,2.24237,-0.64293,-11.52429,-1.93267,False,-16.51748
477,Bob,3.17603,-0.28452,-3.29281,-8.66918,10.79624,-0.36301,Erik Sven Williams,2.01171,-0.45156,-9.61616,-1.80841,False,157.15523
478,Bob,0.68551,-0.85769,3.96451,-8.95329,9.86700,-0.98975,Jerry från Solna,-0.25619,0.25640,-8.20712,-1.05072,True,36.25795
479,Jorg,2.96377,1.36382,-9.19340,-9.10351,9.84833,1.35280,Erik Sven Fernström,2.73728,2.16401,-12.03843,5.33319,False,143.59155
480,Bob,-0.49333,0.71704,-2.02396,-9.32366,10.91291,0.58647,Jerry Fernström,3.04145,-0.53092,-9.96658,-1.86765,False,-25.67867
481,Bob,2.10873,0.93046,-0.47290,-8.48819,10.43552,0.96604,Erik Sven Fernström,0.69194,0.58738,-8.96605,-0.10055,True,105.20025
482,Jorg,0.65457,0.61196,-0.02096,-9.38267,9.99431,0.65509,Jerry Fernström,0.91406,-0.86094,-6.37399,0.95350,True,32.71803
483,Shoogee,0.73061,0.62137,0.46714,-8.80049,10.72442,0.62936,Jerry Fernström,0.35453,-0.37943,-8.80375,-1.02782,True,36.76397
484,Bob,1.74222,0.69365,-5.27178,-8.83720,10.36831,0.76068,Jerry Fernström,0.53045,0.44991,-11.16743,-0.30866,False,84.47498
485,Atsuto,1.13016,1.48487,-1.81544,-9.71610,10.29454,1.40093,Erik Sven Fernström,0.57534,-0.01245,-9.25319,0.41146,False,55.60031
486,Bob,1.32098,0.77986,-2.11454,-9.06423,9.85857,0.66601,Erik Sven Fernström,-1.83518,2.73000,-10.51398,-1.31158,False,64.99178
487,Bob,0.98865,0.76137,-2.34814,-9.28961,10.72283,0.99437,Erik Sven Fernström,-1.23111,1.10884,-8.38621,-1.54800,False,48.25849
488,Bob,1.39466,0.58360,3.16267,-8.57332,10.60153,0.54992,Jerry Fernström,-0.91279,-1.07042,-9.57798,-1.78476,True,71.31415
489,Shoogee,0.96634,-0.62738,-0.86905,-9.67829,10.99294,-0.80465,Erik Sven Williams,-1.52665,2.15959,-6.27606,-1.04083,False,47.88259
490,Atsuto,1.01765,0.29083,2.37579,-9.37982,10.19113,0.16331,Jerry Fernström,0.21291,-0.01027,-6.89755,1.19775,True,52.07046
491,Shoogee,0.87501,-1.46951,5.57721,-9.19969,10.85671,-1.50955,Jerry från Solna,2.89151,-0.13259,-9.01264,-1.32306,True,46.53890
492,Jorg,1.11905,-0.10776,1.40236,-9.04834,10.25638,-0.14926,Erik Sven Williams,-4.16516,-0.84975,-10.13742,-1.97417,True,56.65354
493,Jorg,-0.45228,-0.59090,4.01593,-9.34957,10.62948,-0.65221,Erik Sven Williams,0.92959,0.62022,-8.32913,-1.18992,True,-20.60611
494,Bob,3.15700,0.46721,-2.14773,-8.88716,10.85193,0.31076,Jerry Fernström,1.36102,-2.36357,-8.63949,0.57503,False,156.77613
495,Jorg,2.39673,0.44291,3.73964,-8.94429,9.97724,0.55136,Jerry Fernström,1.82749,1.67980,-10.13555,3.38432,True,121.70618
496,Jorg,1.64019,-0.33195,-4.03905,-9.35870,10.24817,-0.41485,Erik Sven Williams,1.11834,-1.49978,-9.97236,-2.81691,False,79.98999
497,Shoogee,2.02395,-0.75869,-4.75726,-9.42799,10.93639,-0.67714,Jerry från Solna,-0.01898,0.46881,-9.75758,0.05947,False,98.81872
498,Atsuto,0.02881,-0.58479,1.44204,-9.30919,10.10342,-0.55861,Erik Sven Williams,0.04735,0.25682,-8.78787,-1.56621,True,2.16145
499,Shoogee,1.45495,-0.52680,-4.21325,-9.80791,10.50924,-0.51538,Erik Sven Williams,0.16436,-0.23781,-8.94970,-2.67601,False,70.64101
500,Jorg,2.40423,-0.60751,-3.59147,-9.71069,9.96364,-0.51978,Erik Sven Williams,2.31261,1.40639,-6.60265,0.64989,False,118.41561
501,Bob,0.44718,0.65498,-3.54764,-9.19635,9.87523,0.75163,Jerry Fernström,-0.07535,3.20397,-8.01133,-0.84363,False,20.58502
502,Bob,1.46611,-0.43678,-0.04773,-8.73802,10.02369,-0.22629,Erik Sven Williams,1.22107,-2.92254,-8.10148,-2.43413,False,73.28147
503,Jorg,0.40914,-0.47184,-6.32956,-8.90747,10.39037,-0.40934,Erik Sven Williams,-1.86295,-0.49997,-9.10447,-2.93499,False,17.29233
504,Jorg,0.28556,-0.01407,-0.56745,-9.15869,10.16016,-0.10398,Erik Sven Williams,0.20710,1.89800,-8.39289,-1.69571,False,13.99417
505,Jorg,1.67951,0.35031,-4.68715,-9.52431,10.05023,0.30700,Jerry Fernström,-0.12353,-1.90504,-8.52312,-1.72338,False,81.63205
506,Bob,2.26023,0.24556,-6.97531,-9.18204,9.93574,0.35582,Jerry Fernström,-0.57021,-0.23450,-10.45721,-1.89802,False,109.52402
507,Jorg,2.62133,0.78224,-6.69053,-9.12228,10.37276,0.72946,Erik Sven Fernström,0.31416,0.62696,-7.65612,0.23434,False,127.72144
508,Shoogee,0.68248,0.16517,-3.79707,-8.78037,9.84069,0.15793,Jerry Fernström,-2.04698,-0.11251,-6.61275,-1.55532,False,32.22564
509,Jorg,-0.54607,-0.45429,-1.93629,-9.43884,10.46565,-0.59979,Erik Sven Williams,-1.88409,0.03801,-8.08371,-2.02584,False,-28.27147
510,Bob,0.67903,-0.61734,-6.43845,-9.50101,10.49706,-0.65031,Erik Sven Williams,-0.79959,2.25467,-8.21444,-2.24625,False,30.73240
511,Bob,3.35198,0.24506,-5.93433,-8.47097,10.24564,0.10119,Jerry Fernström,0.84311,0.52288,-11.34692,-2.39179,False,164.63196
512,Bob,1.63977,0.41505,-5.34629,-9.22424,10.37112,0.29104,Jerry Fernström,1.50501,-1.88233,-9.04184,-2.56452,False,79.31518
513,Jorg,1.33735,0.63246,-2.76020,-9.03831,10.27987,0.67111,Jerry Fernström,2.55766,1.04446,-6.31838,-1.40781,False,65.48750
514,Bob,1.19649,-0.02535,-0.30324,-9.40939,10.46103,-0.00752,Erik Sven Williams,1.09963,-1.20247,-8.88112,-1.01206,False,59.67303
515,Shoogee,2.50647,0.17360,-4.19954,-9.83634,10.51004,0.17841,Jerry Fernström,1.64628,-0.21562,-8.07134,-1.78997,False,123.22378
516,Shoogee,0.95483,1.04089,-3.21395,-9.92188,10.09631,1.07859,Erik Sven Fernström,-0.67767,4.00794,-8.03687,-1.77960,False,46.13429
517,Shoogee,1.48664,-0.89861,0.67127,-8.64698,9.87839,-0.78217,Jerry från Solna,-1.31373,-0.14089,-7.24823,0.40266,False,74.66745
518,Bob,1.46944,-0.08917,-2.15652,-9.63140,9.98489,-0.18940,Erik Sven Williams,1.79038,-1.54311,-9.87692,-2.71481,False,72.39367
519,Bob,2.49979,-0.06908,1.51121,-9.02254,10.73353,-0.00987,Erik Sven Williams,1.56258,-0.44150,-8.00402,-1.52055,True,125.74520
520,Bob,1.86757,-0.11185,-6.73683,-8.79823,10.61784,-0.23740,Erik Sven Williams,-1.33080,1.13144,-8.75649,-1.45898,False,90.00996
521,Atsuto,1.76117,0.52623,3.41779,-9.54294,10.16308,0.49493,Jerry Fernström,-0.91945,-1.21684,-8.02299,1.53443,True,89.76758
522,Shoogee,1.91483,1.01570,1.90605,-9.83622,10.30436,1.04176,Erik Sven Fernström,-0.41721,-0.26031,-8.32823,-0.87893,True,96.69464
523,Bob,1.38137,0.43908,-2.51099,-8.96371,10.85741,0.52155,Jerry Fernström,0.68131,-1.48071,-9.13805,-2.01785,False,67.81293
